Timestamp,Tag1,Tag2,Distance_ft,Delta_s
4.22.2026 21:16:21,T0,T1,3.6ft,0.03s
4.22.2026 21:16:21,T0,T1,3.6ft,0.05s
4.22.2026 21:16:21,T0,T1,3.6ft,0.05s
4.22.2026 21:16:21,T0,T1,3.6ft,0.05s
4.22.2026 21:16:21,T0,T1,3.6ft,0.05s
4.22.2026 21:16:21,T0,T1,3.6ft,0.05s
4.22.2026 21:16:21,T0,T1,3.6ft,0.05s
4.22.2026 21:16:21,T0,T1,3.6ft,0.05s
4.22.2026 21:16:21,T0,T1,3.6ft,0.05s
4.22.2026 21:16:21,T0,T1,3.6ft,0.05s
4.22.2026 21:16:21,T0,T1,3.6ft,0.05s
4.22.2026 21:16:21,T0,T1,3.6ft,0.05s
4.22.2026 21:16:21,T0,T1,3.6ft,0.06s
4.22.2026 21:16:21,T0,T1,3.6ft,0.05s
4.22.2026 21:16:21,T0,T1,3.6ft,0.05s
4.22.2026 21:16:21,T0,T1,3.6ft,0.05s
4.22.2026 21:16:21,T0,T1,3.6ft,0.05s
4.22.2026 21:16:21,T0,T1,3.6ft,0.05s
4.22.2026 21:16:21,T0,T1,3.6ft,0.05s
4.22.2026 21:16:22,T0,T1,3.6ft,0.05s
4.22.2026 21:16:22,T0,T1,3.6ft,0.05s
4.22.2026 21:16:22,T0,T1,3.6ft,0.05s
4.22.2026 21:16:22,T0,T1,3.6ft,0.05s
4.22.2026 21:16:22,T0,T1,3.6ft,0.05s
4.22.2026 21:16:22,T0,T1,3.6ft,0.05s
4.22.2026 21:16:22,T0,T1,3.6ft,0.05s
4.22.2026 21:16:22,T0,T1,3.6ft,0.05s
4.22.2026 21:16:22,T0,T1,3.6ft,0.05s
4.22.2026 21:16:22,T0,T1,3.6ft,0.05s
4.22.2026 21:16:22,T0,T1,3.6ft,0.05s
4.22.2026 21:16:22,T0,T1,3.6ft,0.05s
4.22.2026 21:16:22,T0,T1,3.6ft,0.05s
4.22.2026 21:16:22,T0,T1,3.6ft,0.05s
4.22.2026 21:16:22,T0,T1,3.6ft,0.05s
4.22.2026 21:16:22,T0,T1,3.6ft,0.05s
4.22.2026 21:16:22,T0,T1,3.6ft,0.05s
4.22.2026 21:16:22,T0,T1,3.6ft,0.05s
4.22.2026 21:16:22,T0,T1,3.6ft,0.05s
4.22.2026 21:16:23,T0,T1,3.6ft,0.05s
4.22.2026 21:16:23,T0,T1,3.6ft,0.05s
4.22.2026 21:16:23,T0,T1,3.6ft,0.05s
4.22.2026 21:16:23,T0,T1,3.6ft,0.05s
4.22.2026 21:16:23,T0,T1,3.6ft,0.05s
4.22.2026 21:16:23,T0,T1,3.6ft,0.05s
4.22.2026 21:16:23,T0,T1,3.6ft,0.05s
4.22.2026 21:16:23,T0,T1,3.6ft,0.05s
4.22.2026 21:16:23,T0,T1,3.6ft,0.05s
4.22.2026 21:16:23,T0,T1,3.6ft,0.05s
