Timestamp,Tag1,Tag2,Distance_ft,Delta_s
4.22.2026 21:01:14,T0,T1,14.8ft,0.05s
4.22.2026 21:01:15,T0,T1,14.8ft,0.05s
4.22.2026 21:01:15,T0,T1,14.8ft,0.05s
4.22.2026 21:01:15,T0,T1,13.0ft,0.05s
4.22.2026 21:01:15,T0,T1,11.5ft,0.05s
4.22.2026 21:01:15,T0,T1,10.4ft,0.05s
4.22.2026 21:01:15,T0,T1,9.5ft,0.05s
4.22.2026 21:01:15,T0,T1,8.8ft,0.05s
4.22.2026 21:01:15,T0,T1,8.2ft,0.05s
4.22.2026 21:01:15,T0,T1,7.9ft,0.05s
4.22.2026 21:01:15,T0,T1,7.6ft,0.05s
4.22.2026 21:01:15,T0,T1,7.4ft,0.05s
4.22.2026 21:01:15,T0,T1,7.3ft,0.05s
4.22.2026 21:01:15,T0,T1,7.2ft,0.05s
4.22.2026 21:01:15,T0,T1,7.1ft,0.05s
4.22.2026 21:01:15,T0,T1,7.1ft,0.05s
4.22.2026 21:01:15,T0,T1,7.1ft,0.05s
4.22.2026 21:01:15,T0,T1,7.1ft,0.05s
4.22.2026 21:01:15,T0,T1,7.1ft,0.06s
4.22.2026 21:01:15,T0,T1,7.1ft,0.05s
4.22.2026 21:01:16,T0,T1,7.1ft,0.05s
4.22.2026 21:01:16,T0,T1,7.1ft,0.06s
4.22.2026 21:01:16,T0,T1,7.1ft,0.05s
4.22.2026 21:01:16,T0,T1,7.1ft,0.05s
4.22.2026 21:01:16,T0,T1,7.1ft,0.05s
4.22.2026 21:01:16,T0,T1,7.1ft,0.05s
4.22.2026 21:01:16,T0,T1,7.1ft,0.05s
4.22.2026 21:01:16,T0,T1,7.1ft,0.05s
4.22.2026 21:01:16,T0,T1,7.1ft,0.05s
4.22.2026 21:01:16,T0,T1,7.1ft,0.05s
4.22.2026 21:01:16,T0,T1,7.1ft,0.05s
4.22.2026 21:01:16,T0,T1,7.1ft,0.05s
4.22.2026 21:01:16,T0,T1,7.1ft,0.05s
4.22.2026 21:01:16,T0,T1,7.1ft,0.05s
4.22.2026 21:01:16,T0,T1,7.6ft,0.05s
4.22.2026 21:01:16,T0,T1,7.4ft,0.05s
4.22.2026 21:01:16,T0,T1,7.3ft,0.05s
4.22.2026 21:01:16,T0,T1,7.2ft,0.05s
4.22.2026 21:01:16,T0,T1,7.2ft,0.05s
4.22.2026 21:01:16,T0,T1,7.2ft,0.05s
4.22.2026 21:01:17,T0,T1,7.2ft,0.05s
4.22.2026 21:01:17,T0,T1,7.2ft,0.05s
4.22.2026 21:01:17,T0,T1,7.2ft,0.05s
4.22.2026 21:01:17,T0,T1,7.2ft,0.05s
4.22.2026 21:01:17,T0,T1,7.2ft,0.05s
4.22.2026 21:01:17,T0,T1,7.4ft,0.05s
4.22.2026 21:01:17,T0,T1,7.9ft,0.05s
4.22.2026 21:01:17,T0,T1,7.7ft,0.05s
4.22.2026 21:01:17,T0,T1,7.5ft,0.05s
4.22.2026 21:01:17,T0,T1,7.3ft,0.05s
4.22.2026 21:01:17,T0,T1,7.2ft,0.05s
