Timestamp,Tag1,Tag2,Distance_ft,Delta_s
4.19.2026 22:17:43,T0,T1,5.8ft,0.05s
4.19.2026 22:17:43,T0,T1,5.8ft,0.05s
4.19.2026 22:17:44,T0,T1,5.8ft,0.05s
4.19.2026 22:17:44,T0,T1,5.8ft,0.05s
4.19.2026 22:17:44,T0,T1,6.1ft,0.05s
4.19.2026 22:17:44,T0,T1,6.3ft,0.05s
4.19.2026 22:17:44,T0,T1,6.7ft,0.10s
4.19.2026 22:17:44,T0,T1,7.1ft,0.05s
4.19.2026 22:17:44,T0,T1,7.4ft,0.05s
4.19.2026 22:17:44,T0,T1,7.3ft,0.05s
4.19.2026 22:17:44,T0,T1,7.4ft,0.05s
4.19.2026 22:17:44,T0,T1,7.4ft,0.05s
4.19.2026 22:17:44,T0,T1,7.4ft,0.05s
4.19.2026 22:17:44,T0,T1,7.3ft,0.05s
4.19.2026 22:17:44,T0,T1,7.1ft,0.05s
4.19.2026 22:17:44,T0,T1,6.8ft,0.05s
4.19.2026 22:17:44,T0,T1,6.7ft,0.05s
4.19.2026 22:17:44,T0,T1,6.4ft,0.05s
4.19.2026 22:17:44,T0,T1,6.1ft,0.05s
4.19.2026 22:17:44,T0,T1,6.0ft,0.05s
4.19.2026 22:17:44,T0,T1,5.9ft,0.05s
4.19.2026 22:17:45,T0,T1,6.4ft,0.05s
4.19.2026 22:17:45,T0,T1,6.8ft,0.05s
4.19.2026 22:17:45,T0,T1,6.7ft,0.05s
4.19.2026 22:17:45,T0,T1,6.7ft,0.05s
4.19.2026 22:17:45,T0,T1,6.6ft,0.05s
4.19.2026 22:17:45,T0,T1,6.6ft,0.05s
4.19.2026 22:17:45,T0,T1,6.7ft,0.05s
4.19.2026 22:17:45,T0,T1,6.3ft,0.05s
4.19.2026 22:17:45,T0,T1,6.0ft,0.05s
4.19.2026 22:17:45,T0,T1,5.6ft,0.05s
4.19.2026 22:17:45,T0,T1,5.3ft,0.05s
4.19.2026 22:17:45,T0,T1,5.1ft,0.05s
4.19.2026 22:17:45,T0,T1,4.9ft,0.05s
4.19.2026 22:17:45,T0,T1,4.6ft,0.05s
4.19.2026 22:17:45,T0,T1,4.1ft,0.05s
4.19.2026 22:17:45,T0,T1,3.8ft,0.05s
4.19.2026 22:17:45,T0,T1,3.6ft,0.05s
4.19.2026 22:17:45,T0,T1,3.4ft,0.05s
4.19.2026 22:17:45,T0,T1,3.3ft,0.05s
4.19.2026 22:17:45,T0,T1,3.2ft,0.05s
4.19.2026 22:17:46,T0,T1,3.1ft,0.05s
4.19.2026 22:17:46,T0,T1,3.0ft,0.05s
4.19.2026 22:17:46,T0,T1,3.0ft,0.05s
4.19.2026 22:17:46,T0,T1,3.0ft,0.05s
4.19.2026 22:17:46,T0,T1,2.9ft,0.05s
4.19.2026 22:17:46,T0,T1,2.8ft,0.05s
4.19.2026 22:17:46,T0,T1,2.7ft,0.05s
4.19.2026 22:17:46,T0,T1,2.5ft,0.05s
4.19.2026 22:17:46,T0,T1,2.4ft,0.05s
4.19.2026 22:17:46,T0,T1,2.4ft,0.05s
4.19.2026 22:17:46,T0,T1,2.3ft,0.05s
4.19.2026 22:17:46,T0,T1,2.3ft,0.05s
4.19.2026 22:17:46,T0,T1,2.2ft,0.05s
4.19.2026 22:17:46,T0,T1,2.1ft,0.05s
4.19.2026 22:17:46,T0,T1,2.0ft,0.05s
4.19.2026 22:17:46,T0,T1,2.0ft,0.05s
4.19.2026 22:17:46,T0,T1,1.9ft,0.05s
4.19.2026 22:17:46,T0,T1,1.9ft,0.05s
4.19.2026 22:17:46,T0,T1,1.9ft,0.05s
4.19.2026 22:17:47,T0,T1,1.9ft,0.05s
4.19.2026 22:17:47,T0,T1,2.0ft,0.05s
4.19.2026 22:17:47,T0,T1,2.1ft,0.05s
4.19.2026 22:17:47,T0,T1,2.3ft,0.05s
4.19.2026 22:17:47,T0,T1,2.3ft,0.05s
4.19.2026 22:17:47,T0,T1,2.4ft,0.05s
4.19.2026 22:17:47,T0,T1,2.4ft,0.05s
4.19.2026 22:17:47,T0,T1,2.6ft,0.05s
4.19.2026 22:17:47,T0,T1,2.7ft,0.05s
4.19.2026 22:17:47,T0,T1,2.9ft,0.05s
4.19.2026 22:17:47,T0,T1,3.0ft,0.05s
4.19.2026 22:17:47,T0,T1,3.0ft,0.05s
4.19.2026 22:17:47,T0,T1,3.1ft,0.05s
4.19.2026 22:17:47,T0,T1,3.4ft,0.05s
4.19.2026 22:17:47,T0,T1,3.6ft,0.05s
4.19.2026 22:17:47,T0,T1,3.8ft,0.05s
4.19.2026 22:17:47,T0,T1,3.7ft,0.05s
4.19.2026 22:17:47,T0,T1,3.7ft,0.05s
4.19.2026 22:17:47,T0,T1,3.8ft,0.05s
4.19.2026 22:17:47,T0,T1,3.8ft,0.05s
4.19.2026 22:17:48,T0,T1,3.9ft,0.05s
4.19.2026 22:17:48,T0,T1,3.7ft,0.05s
4.19.2026 22:17:48,T0,T1,3.5ft,0.05s
4.19.2026 22:17:48,T0,T1,3.5ft,0.05s
4.19.2026 22:17:48,T0,T1,3.5ft,0.05s
4.19.2026 22:17:48,T0,T1,3.7ft,0.05s
4.19.2026 22:17:48,T0,T1,3.8ft,0.05s
4.19.2026 22:17:48,T0,T1,4.1ft,0.05s
4.19.2026 22:17:48,T0,T1,4.1ft,0.05s
4.19.2026 22:17:48,T0,T1,4.2ft,0.05s
4.19.2026 22:17:48,T0,T1,4.1ft,0.05s
4.19.2026 22:17:48,T0,T1,4.1ft,0.05s
4.19.2026 22:17:48,T0,T1,4.2ft,0.05s
4.19.2026 22:17:48,T0,T1,4.3ft,0.05s
4.19.2026 22:17:48,T0,T1,4.3ft,0.05s
4.19.2026 22:17:48,T0,T1,4.4ft,0.05s
4.19.2026 22:17:48,T0,T1,4.5ft,0.05s
4.19.2026 22:17:48,T0,T1,4.6ft,0.05s
4.19.2026 22:17:48,T0,T1,4.5ft,0.05s
4.19.2026 22:17:48,T0,T1,4.8ft,0.05s
4.19.2026 22:17:49,T0,T1,5.0ft,0.05s
4.19.2026 22:17:49,T0,T1,5.2ft,0.05s
4.19.2026 22:17:49,T0,T1,5.2ft,0.05s
4.19.2026 22:17:49,T0,T1,5.3ft,0.05s
4.19.2026 22:17:49,T0,T1,5.3ft,0.05s
4.19.2026 22:17:49,T0,T1,5.1ft,0.05s
4.19.2026 22:17:49,T0,T1,5.1ft,0.05s
4.19.2026 22:17:49,T0,T1,5.0ft,0.05s
4.19.2026 22:17:49,T0,T1,5.2ft,0.05s
4.19.2026 22:17:49,T0,T1,5.4ft,0.05s
4.19.2026 22:17:49,T0,T1,5.5ft,0.05s
4.19.2026 22:17:49,T0,T1,5.7ft,0.05s
4.19.2026 22:17:49,T0,T1,5.9ft,0.05s
4.19.2026 22:17:49,T0,T1,5.9ft,0.05s
4.19.2026 22:17:49,T0,T1,6.0ft,0.05s
4.19.2026 22:17:49,T0,T1,5.9ft,0.05s
4.19.2026 22:17:49,T0,T1,5.8ft,0.05s
4.19.2026 22:17:49,T0,T1,5.7ft,0.05s
4.19.2026 22:17:49,T0,T1,5.7ft,0.05s
4.19.2026 22:17:49,T0,T1,5.8ft,0.05s
4.19.2026 22:17:50,T0,T1,6.1ft,0.05s
4.19.2026 22:17:50,T0,T1,6.4ft,0.05s
4.19.2026 22:17:50,T0,T1,6.5ft,0.05s
4.19.2026 22:17:50,T0,T1,6.5ft,0.05s
4.19.2026 22:17:50,T0,T1,6.4ft,0.05s
4.19.2026 22:17:50,T0,T1,6.3ft,0.05s
4.19.2026 22:17:50,T0,T1,6.2ft,0.05s
4.19.2026 22:17:50,T0,T1,6.0ft,0.05s
4.19.2026 22:17:50,T0,T1,6.0ft,0.05s
4.19.2026 22:17:50,T0,T1,5.9ft,0.05s
4.19.2026 22:17:50,T0,T1,5.9ft,0.05s
4.19.2026 22:17:50,T0,T1,5.9ft,0.05s
4.19.2026 22:17:50,T0,T1,5.8ft,0.05s
4.19.2026 22:17:50,T0,T1,6.0ft,0.05s
4.19.2026 22:17:50,T0,T1,6.0ft,0.05s
4.19.2026 22:17:50,T0,T1,6.0ft,0.05s
4.19.2026 22:17:50,T0,T1,6.0ft,0.05s
4.19.2026 22:17:50,T0,T1,6.2ft,0.05s
4.19.2026 22:17:50,T0,T1,6.3ft,0.05s
4.19.2026 22:17:51,T0,T1,6.4ft,0.05s
4.19.2026 22:17:51,T0,T1,6.4ft,0.05s
4.19.2026 22:17:51,T0,T1,6.4ft,0.05s
4.19.2026 22:17:51,T0,T1,6.4ft,0.05s
4.19.2026 22:17:51,T0,T1,6.3ft,0.05s
4.19.2026 22:17:51,T0,T1,6.3ft,0.05s
